ZIP,Keyword,Business Name,Address,Phone,Website,Rating,User Ratings,Google Maps Link
10128,coffee shop,Birch Coffee,"750 Columbus Ave, New York, NY 10025, USA",(212) 686-1444,https://shop.birchcoffee.com/pages/visit,4.3,738,https://www.google.com/maps/place/?q=place_id:ChIJVQZ5bif2wokRdOKgFt-pfL4
10128,coffee shop,Café Blériot XI,"226 E 83rd St, New York, NY 10028, USA",(646) 244-9539,,4.6,282,https://www.google.com/maps/place/?q=place_id:ChIJWdxgdbxYwokRjljTDDZc41o
10128,coffee shop,Eat Pretty,"501 1/2 E 83rd St, New York, NY 10028, USA",(646) 590-8190,http://eatpretty.getsauce.com/,4.4,152,https://www.google.com/maps/place/?q=place_id:ChIJUTcQekxZwokRUX1rPYkkQ1w
10128,coffee shop,787 Coffee,"340 E 70th St, New York, NY 10021, USA",(917) 265-8191,http://www.787coffee.com/,4.9,1637,https://www.google.com/maps/place/?q=place_id:ChIJv1FHeU5ZwokRZUZ3QKsgjdg
10128,coffee shop,Birch Coffee,"171 E 88th St, New York, NY 10128, USA",(212) 686-1444,https://shop.birchcoffee.com/pages/visit,4.5,366,https://www.google.com/maps/place/?q=place_id:ChIJE3T7VLtYwokR_e4q0PZD-2Q
10128,coffee shop,Picky Barista,"1220 Lexington Ave, New York, NY 10028, USA",(646) 684-3037,http://www.pickybarista.com/,4.5,303,https://www.google.com/maps/place/?q=place_id:ChIJsRlhQhhZwokRyqw2foA6m64
10128,coffee shop,Sebastian's Cafe & Creamery,"1685 1st Ave, New York, NY 10128, USA",,,4.4,36,https://www.google.com/maps/place/?q=place_id:ChIJ1aUdcABZwokRJIe5igvKbhM
10128,coffee shop,Winfield Street Coffee- 86th Street,"Q Line Subway Platform, 300 East 86th St, New York, NY 10028, USA",(203) 569-7003,https://www.winfieldcoffee.com/,4.3,61,https://www.google.com/maps/place/?q=place_id:ChIJ4YVYIdZZwokRxZmJ4vTm65E
10128,coffee shop,Asano,"322 East 86th St, New York, NY 10028, USA",,https://asanocafe.com/,5,21,https://www.google.com/maps/place/?q=place_id:ChIJZ0hCG2pZwokR-OrHd4Gtt3w
10128,coffee shop,Aroma Coffee Shop,"2132 2nd Ave, New York, NY 10029, USA",(646) 398-9522,,4.7,42,https://www.google.com/maps/place/?q=place_id:ChIJ7e65NzP3wokRulQwCedM-Mg
10128,coffee shop,Starbucks,"245 E 93rd St, New York, NY 10128, USA",(646) 455-8766,https://www.starbucks.com/store-locator/store/1015899,4,340,https://www.google.com/maps/place/?q=place_id:ChIJBY4em6VYwokRtXURr3IcW-8
10128,coffee shop,KEEMOFF Coffee,"1764 1st Ave, New York, NY 10128, USA",(646) 529-7493,https://order.online/business/keemoff-coffee-14349447,4.8,64,https://www.google.com/maps/place/?q=place_id:ChIJN5jKKF5ZwokRJbknVeEVbfE
10128,coffee shop,Matto Espresso,"1144 Lexington Ave, New York, NY 10075, USA",(347) 882-8000,http://www.matto.com/,4.2,165,https://www.google.com/maps/place/?q=place_id:ChIJd4ZQsblZwokR2-TdZOCEoRo
10128,coffee shop,Malta Coffee,"1045 Lexington Ave, New York, NY 10021, USA",(929) 408-9562,,4.6,84,https://www.google.com/maps/place/?q=place_id:ChIJr81SJHZZwokRLVn6A70b9Do
10128,coffee shop,Starbucks,"400 E 90th St, New York, NY 10128, USA",(212) 987-0891,https://www.starbucks.com/store-locator/store/8923/,4,263,https://www.google.com/maps/place/?q=place_id:ChIJodQ9BrBYwokRuorDM-Kdb7o
10128,coffee shop,Ella's Cafe Espresso & Wine Bar,"1465 2nd Ave, New York, NY 10075, USA",(917) 409-0307,https://www.ellascafenyc.com/,4.8,377,https://www.google.com/maps/place/?q=place_id:ChIJJT4XxrJZwokRs72D6iLmDKc
10128,coffee shop,Starbucks,"1142 Madison Ave, New York, NY 10028, USA",(212) 288-1506,https://www.starbucks.com/store-locator/store/1015661,4.2,876,https://www.google.com/maps/place/?q=place_id:ChIJeV-03pdYwokR3Wbt-TifWyM
10128,coffee shop,maman,"1424 3rd Ave, New York, NY 10028, USA",(917) 675-7667,https://mamannyc.com/locations/upper-east-side,4.1,588,https://www.google.com/maps/place/?q=place_id:ChIJAx5HgFlZwokRcWUfz5VxS0w
10128,coffee shop,Joe Coffee Company,"514 Columbus Ave, New York, NY 10024, USA",(212) 875-0100,https://joecoffeecompany.com/,4.4,432,https://www.google.com/maps/place/?q=place_id:ChIJ5fQIH4VYwokRrlU4_6lUNGg
10128,coffee shop,Blank Street Coffee,"1173 Lexington Ave, New York, NY 10028, USA",,http://blankstreet.com/,4.2,116,https://www.google.com/maps/place/?q=place_id:ChIJjV0vETNZwokRNc11EkX46RQ
10128,coffee shop,El Barrista cafe,"2154 3rd Ave #2, New York, NY 10035, USA",(347) 340-6789,,4.6,410,https://www.google.com/maps/place/?q=place_id:ChIJe2o3IwT3wokRn1FFZuOfojA
10128,coffee shop,About Coffee,"445 Columbus Ave, New York, NY 10024, USA",(646) 852-6812,http://www.aboutcoffee.nyc/,4.2,310,https://www.google.com/maps/place/?q=place_id:ChIJy4JbCThZwokR0r51DUEjozc
10128,coffee shop,PABADE CAFE AND BAKERY,"135 E 110th St, New York, NY 10029, USA",(646) 490-7863,http://www.pabadebakery.com/,4.8,300,https://www.google.com/maps/place/?q=place_id:ChIJA5NdQqn3wokRr1r5sTBrJZs
10128,coffee shop,Breads Bakery,"1294 3rd Ave, New York, NY 10021, USA",(212) 633-2253,https://www.breadsbakery.com/,4.5,377,https://www.google.com/maps/place/?q=place_id:ChIJxwHB7KlZwokRiZTL3yS2btA
10128,coffee shop,Château le Woof,"3101 Vernon Blvd, Astoria, NY 11106, USA",(718) 626-9663,http://www.chateaulewoof.com/,4.6,678,https://www.google.com/maps/place/?q=place_id:ChIJzTLtYUlfwokREss7JqDS5qo
10128,coffee shop,Gregorys Coffee,"1273 1st Ave, New York, NY 10065, USA",(877) 208-2491,https://gregoryscoffee.com/,4.2,374,https://www.google.com/maps/place/?q=place_id:ChIJtyw2PcJYwokRd030F8519lI
10128,coffee shop,Blank Street Coffee,"1465 3rd Ave, New York, NY 10028, USA",,https://www.blankstreet.com/,4,60,https://www.google.com/maps/place/?q=place_id:ChIJj_jhIwNZwokRuzAz2nWLXvo
10128,coffee shop,Starbucks,"1281 1st Ave, New York, NY 10021, USA",(212) 472-1312,https://www.starbucks.com/store-locator/store/65754/,3.8,586,https://www.google.com/maps/place/?q=place_id:ChIJQ26wJcJYwokRpMEILJ5zIjw
10128,coffee shop,Starbucks,"1542 3rd Ave, New York, NY 10028, USA",(212) 744-7458,https://www.starbucks.com/store-locator/store/12330/,3.9,193,https://www.google.com/maps/place/?q=place_id:ChIJ2VNlQrxYwokRA8ALq2N-w54
10128,coffee shop,Zuri Coffee,"1443 York Ave, New York, NY 10075, USA",,https://www.instagram.com/zuricoffeenyc/,4.4,55,https://www.google.com/maps/place/?q=place_id:ChIJN2OjSgBZwokRBOWZvU3BUjA
10128,coffee shop,Matto Espresso,"1353 2nd Ave, New York, NY 10021, USA",(347) 882-8000,http://matto.com/,4.5,83,https://www.google.com/maps/place/?q=place_id:ChIJE-bTCuRZwokRUi3HocNRGgE
10128,coffee shop,Hutch and Waldo,"247 E 81st St, New York, NY 10028, USA",(347) 854-8313,https://hutchandwaldo.com/ordernow,4.3,578,https://www.google.com/maps/place/?q=place_id:ChIJb2WVsL5YwokRNfdfBul9ioU
10128,shoe repair,Pavlos Shoe Repair,"125 E 88th St #1, New York, NY 10128, USA",(212) 876-8569,,4.8,109,https://www.google.com/maps/place/?q=place_id:ChIJL4bOS6NYwokRbHqzqr3V_Do
10128,shoe repair,Alex Shoe Repair Shop of NY,"223 E 82nd St # 1, New York, NY 10028, USA",(212) 744-4097,,4.8,95,https://www.google.com/maps/place/?q=place_id:ChIJKbcMHrxYwokRilu1DCiW9r8
10128,shoe repair,JFD Shoe Repair,"223 E 88th St basement, New York, NY 10128, USA",(212) 369-8137,http://jfdshoerepair.com/,4.7,49,https://www.google.com/maps/place/?q=place_id:ChIJzWPxZ7tYwokRRnjTV5WwX8A
10128,shoe repair,Artistic Shoe Services,"1351 2nd Ave, New York, NY 10021, USA",(212) 734-7174,https://www.facebook.com/Artistic-SHOE-Repair-1644936015724694/,4.4,71,https://www.google.com/maps/place/?q=place_id:ChIJh2MJIolZwokR3kyFXPwsXmU
10128,shoe repair,Albert’s Shoe Repair,"1736 2nd Ave, New York, NY 10128, USA",(212) 423-1082,,4.6,36,https://www.google.com/maps/place/?q=place_id:ChIJc3tmN6VYwokRtZ1LjtdxkeY
10128,shoe repair,Simon Shoe Repair,"1399 3rd Ave, New York, NY 10075, USA",(212) 249-2988,,4.4,23,https://www.google.com/maps/place/?q=place_id:ChIJm7WCXr5YwokRfawqBM1SqS0
10128,shoe repair,Shoe Repair 1,"174 E 107th St, New York, NY 10029, USA",(718) 801-4684,,3.2,13,https://www.google.com/maps/place/?q=place_id:ChIJ6eCwpwP2wokR1yRzXayc3mE
10128,shoe repair,Alex's Shoe Repair,"1364 Lexington Ave, New York, NY 10128, USA",(212) 369-7211,,4,7,https://www.google.com/maps/place/?q=place_id:ChIJq0fuYqNYwokROcwxH3N8vd4
10128,shoe repair,A Plus Shoe Repair,"353 E 77th St #3, New York, NY 10075, USA",(212) 570-1880,,4.4,19,https://www.google.com/maps/place/?q=place_id:ChIJg6ceUr9YwokRO7fvuHdu3Ao
10128,shoe repair,Palace Shoe Repair,"1406A Madison Ave, New York, NY 10029, USA",(212) 876-1708,,4.3,30,https://www.google.com/maps/place/?q=place_id:ChIJz8xRK6dYwokR_zezeuE8Vig
10128,shoe repair,Yanz Leather Services,"1427 Lexington Ave, New York, NY 10128, USA",(212) 722-0041,https://yanzleather.com/,4.7,50,https://www.google.com/maps/place/?q=place_id:ChIJS9QhaaRYwokRIRn1LMtCtrs
10128,shoe repair,Andrade Shoe Repair Corporation,"210 E 85th St, New York, NY 10028, USA",(212) 988-0539,,4.2,52,https://www.google.com/maps/place/?q=place_id:ChIJka27frxYwokREOkS5wXeg8U
10128,shoe repair,AMNON’S Shoe Repair,"445 E 78th St, New York, NY 10075, USA",(347) 873-2403,,4.5,8,https://www.google.com/maps/place/?q=place_id:ChIJRzz2kdFZwokRkWbhNLtRRtg
10128,shoe repair,Andrade Shoe Repair Store,"1322 3rd Ave, New York, NY 10021, USA",(212) 535-4257,,3.5,20,https://www.google.com/maps/place/?q=place_id:ChIJC13m_r9YwokRpbsYE7OJn5c
10128,shoe repair,Andrade Shoe Repair Corporation,"948 Lexington Ave, New York, NY 10021, USA",(212) 249-5170,,3.7,22,https://www.google.com/maps/place/?q=place_id:ChIJSfIevOtYwokRvle74uZWb-k
10128,shoe repair,ANDRADE SHOE REPAIR,"500 E 88th St (Corner, York Ave, New York, NY 10128, USA",(212) 861-7100,,5,7,https://www.google.com/maps/place/?q=place_id:ChIJjbxWagBZwokRhAyp0pUXTTQ
10128,shoe repair,Phil's Custom Shoe Repair,"1214 Lexington Ave, New York, NY 10028, USA",(212) 288-1439,,4,16,https://www.google.com/maps/place/?q=place_id:ChIJPcJdxr1YwokRCPOzzO8PvE4
10128,shoe repair,Evelyn & San,"400 E 83rd St #1, New York, NY 10028, USA",(212) 628-7618,,4.5,19,https://www.google.com/maps/place/?q=place_id:ChIJx28Gg7lYwokRK16q2RxjowY
10128,shoe repair,Cobbler Concierge - Luxury Leather/Shoe Repair Company New York City,"O Jims Shoe Repair, 60 E 59th St C, New York, NY 10022, USA",(800) 694-2181,https://www.cobblerconcierge.com/,4.8,457,https://www.google.com/maps/place/?q=place_id:ChIJq6pac4xZwokRkqGE2cDrzPM
10128,shoe repair,Angelo's Shoe & Leather Specialists,"991 Lexington Ave, New York, NY 10021, USA",(212) 744-1257,https://www.angelosleathercare.com/,3.5,6,https://www.google.com/maps/place/?q=place_id:ChIJBxlO6LBZwokRPqWOvD3z-Rg
10128,shoe repair,Shoe Repair Shop,"549 Columbus Ave, New York, NY 10024, USA",(212) 877-8299,,4,22,https://www.google.com/maps/place/?q=place_id:ChIJd6XeyYRYwokRnIJGzjMjq88
10128,shoe repair,PENN STATION,"1048 5th Ave, New York, NY 10028, USA",,https://www.penn-station.com/,3.7,9,https://www.google.com/maps/place/?q=place_id:ChIJ8_Jhm7hZwokR_9Pb5FBvb5w
10128,shoe repair,Jim's Shoe Repair,"60 E 59th St, New York, NY 10022, USA",(800) 694-2181,https://jimsshoerepair.com/,4.7,239,https://www.google.com/maps/place/?q=place_id:ChIJ1-40_-9YwokRtva8hqu9lBs
10128,shoe repair,Jack's Shoe Repair,"25-40 Broadway, Long Island City, NY 11106, USA",(718) 726-7204,,4.8,71,https://www.google.com/maps/place/?q=place_id:ChIJWSu8wTZfwokRS7gabpVQyqA
10128,shoe repair,ROSY Shoe Repair,"101 W 84th St, New York, NY 10024, USA",(212) 712-0079,,4.7,23,https://www.google.com/maps/place/?q=place_id:ChIJs122BIVYwokR9cBvbk1_SeA
10128,shoe repair,Sam's Shoe Store,"330 E 65th St #2, New York, NY 10065, USA",(212) 861-2278,,4.1,22,https://www.google.com/maps/place/?q=place_id:ChIJ9cjiMOhYwokR7UBPRmA6oCY
10128,shoe repair,Perfect 10 Shoe Repair,"855 9th Ave, New York, NY 10019, USA",(212) 957-8947,,4.7,388,https://www.google.com/maps/place/?q=place_id:ChIJne5Lt1lYwokRjsqKaoI6w0w
10128,shoe repair,Toscana Shoe Repair,"2348 Broadway, New York, NY 10024, USA",(212) 799-1940,,4.8,44,https://www.google.com/maps/place/?q=place_id:ChIJp_ScGYRYwokRoLmA_PDH2Ak
10128,shoe repair,Andrade Shoe Repair,"2734 Broadway, New York, NY 10025, USA",(212) 666-7533,,4.2,32,https://www.google.com/maps/place/?q=place_id:ChIJ2f1SFe33wokRTlRPMjpSgUo
10128,shoe repair,Premium Cobbler,"348 E 62nd St Store Front, New York, NY 10065, USA",(347) 952-5038,https://www.instagram.com/premium_cobbler/?hl=en,4.9,53,https://www.google.com/maps/place/?q=place_id:ChIJS1wkgOhYwokRRSwHOKuZJ3E
10128,shoe repair,Daniel Shoe Repair,"410 E 64th St #1, New York, NY 10065, USA",(212) 758-2671,,5,4,https://www.google.com/maps/place/?q=place_id:ChIJS1wQpcJYwokRJnKnW0F15_Q
10128,shoe repair,Upper West Side Shoe & Leather Repair,"2449 Broadway, New York, NY 10024, USA",(212) 873-3813,http://upperwestsideshoerepair.com/,4.2,23,https://www.google.com/maps/place/?q=place_id:ChIJo6f2VoJYwokR67J7sHCFrKI
10128,shoe repair,AAA Shoe Repair,"826 Lexington Ave, New York, NY 10065, USA",(646) 457-6313,,4.5,17,https://www.google.com/maps/place/?q=place_id:ChIJLVFEr2JZwokRBVANLrJnITU
10128,shoe repair,Giovanni Shoe Repair,"203 W 85th St suite 2, New York, NY 10024, USA",(212) 362-5808,,4.4,36,https://www.google.com/maps/place/?q=place_id:ChIJYWo5PoRYwokRYFvKCtcprjM
10128,shoe repair,George's Midtown Shoe Repair,"875 3rd Ave, New York, NY 10022, USA",(212) 980-4938,https://midtownshoerepair.nyc/,4.8,152,https://www.google.com/maps/place/?q=place_id:ChIJcaMjaeNYwokRwXCAwl11Ips
10128,shoe repair,Angelo's Shoe & Leather Specialists,"660 5th Ave Lower Level, New York, NY 10103, USA",(212) 757-6364,http://www.angelosleathercare.com/,4.4,38,https://www.google.com/maps/place/?q=place_id:ChIJMxNh5_tYwokRvWSZgUaFdeE
10128,shoe repair,Elite Shoe Repair NYC,"157 E 57th St, New York, NY 10022, USA",(212) 486-7698,,4.4,35,https://www.google.com/maps/place/?q=place_id:ChIJLVdYq-VYwokRhXK9JJq2kDs
10128,shoe repair,Dino's Shoe Repair,"1806 Broadway, New York, NY 10019, USA",(212) 397-4066,,4.8,139,https://www.google.com/maps/place/?q=place_id:ChIJ537PNfZYwokR0E3yPPpj_Bw
10128,shoe repair,Shoe Repair,"205 W 57th St #207b, New York, NY 10019, USA",(917) 834-2020,,4.4,37,https://www.google.com/maps/place/?q=place_id:ChIJsXxFoPdYwokRi1jMaqILnGo
10128,shoe repair,Columbus Shoe Repair,"7905 37th Ave, Jackson Heights, NY 11372, USA",(718) 205-7651,,4.3,59,https://www.google.com/maps/place/?q=place_id:ChIJTcR3RahfwokRnU_AMWSaJIE
10128,shoe repair,MarJos Shoe Repair,"805 3rd Ave Atrium Level, New York, NY 10022, USA",(917) 261-2251,http://marjosrepair.com/,5,47,https://www.google.com/maps/place/?q=place_id:ChIJMVKhcwRZwokRjdoPmu83MIo
10128,shoe repair,Sam’s Shoe Service & Repair,"102 W 116th St, New York, NY 10026, USA",(646) 319-6558,,4.2,10,https://www.google.com/maps/place/?q=place_id:ChIJiW5rP8T3wokRc-uvmnRa6_o
10128,shoe repair,Leather Lab Shoe Inc,"949 Columbus Ave, New York, NY 10025, USA",(646) 609-1006,,4,8,https://www.google.com/maps/place/?q=place_id:ChIJCVUy-0L3wokRPXbjwMmrPA0
10128,shoe repair,PackShoe Repair,"140 E 55th St, New York, NY 10022, USA",(212) 750-0818,https://packshoe.com/,5,40,https://www.google.com/maps/place/?q=place_id:ChIJYd_3Z59ZwokRBHmYsAuJTdA
10128,shoe repair,Cobbler Express,"60 E 42nd St Lobby, New York, NY 10165, USA",(212) 867-7156,https://cobblerexpress.com/,4.8,166,https://www.google.com/maps/place/?q=place_id:ChIJQ-8INxZawokRVPXuuVqguls
10128,shoe repair,Alex's Shoe Repair,"1055 2nd Ave # 1, New York, NY 10022, USA",(212) 355-6642,,4.5,34,https://www.google.com/maps/place/?q=place_id:ChIJc_KOGuRYwokRq93DCimsdMU
10128,shoe repair,Handbag and Shoe Doctor,"140 E 55th St, New York, NY 10022, USA",(201) 917-5804,https://handbagandshoedoctor.com/,,,https://www.google.com/maps/place/?q=place_id:ChIJQz64NoNZwokRrrDBOqzDoVc
10128,shoe repair,Alex Shoe Repair,"27-65 Crescent St # 1, Astoria, NY 11102, USA",(347) 466-3898,,4.8,20,https://www.google.com/maps/place/?q=place_id:ChIJTagQTZdfwokRIKaLjj3JKMM
10128,shoe repair,Infinity Shoe Repair,"599 Lexington Ave, New York, NY 10022, USA",(212) 755-4901,,4.1,53,https://www.google.com/maps/place/?q=place_id:ChIJ6fUPUeNYwokR8QvjayHF34Y
10128,shoe repair,EU's Shoe Repair,"3210 Broadway, Astoria, NY 11106, USA",(718) 728-9775,,4.5,39,https://www.google.com/maps/place/?q=place_id:ChIJB_xqqjBfwokRJls1r07gi3U
10128,shoe repair,Rostelle Shoe Service,"919 8th Ave, New York, NY 10019, USA",(212) 977-8892,http://www.rostelleshoeservice.com/,4.6,68,https://www.google.com/maps/place/?q=place_id:ChIJH3K_HVhYwokRyT0VW-LPbvQ
10128,shoe repair,Astoria Shoe Repair,"42-20 Broadway, Astoria, NY 11103, USA",(718) 440-8321,,4.9,263,https://www.google.com/maps/place/?q=place_id:ChIJXxAHk9tfwokRhK0vo9knBwc
10128,shoe repair,LEATHER SPA,"55 W 55th St, New York, NY 10019, USA",(212) 262-4823,https://leatherspa.com/,4.4,274,https://www.google.com/maps/place/?q=place_id:ChIJy5XKN_pYwokRvwe7tVh1Qdg
10128,shoe repair,Misha's Shoe Repair,"28-56 31st St, Astoria, NY 11102, USA",,,5,1,https://www.google.com/maps/place/?q=place_id:ChIJNaJAbQBfwokRp4HRVSehilM
10128,shoe repair,Alejandro Shoe Repair,"105 W 55th St # 2, New York, NY 10019, USA",(212) 582-3496,,3.5,45,https://www.google.com/maps/place/?q=place_id:ChIJXREYwflYwokRI1a5xFtSfN8
10128,shoe repair,Zhicay Shoe Repair,"23-04 28th St, Astoria, NY 11105, USA",(718) 726-1294,,4.8,50,https://www.google.com/maps/place/?q=place_id:ChIJf_3VLV1fwokRggI-J-_SrEA
10128,shoe repair,Eddies Shoe Repair,"30, Rockefeller Plaza, New York, NY 10112, USA",(212) 581-3463,https://www.rockefellercenter.com/amenities/eddies-shoe-repair/,4.6,75,https://www.google.com/maps/place/?q=place_id:ChIJ8ycf0P5YwokR8fZXwHfMG0g
10128,shoe repair,Rafik Shoe Repair,"752 9th Ave, New York, NY 10019, USA",(212) 974-3950,http://www.yelp.com/biz/rafik-shoe-repair-new-york-2?osq=cheap+watch+repair,4.6,42,https://www.google.com/maps/place/?q=place_id:ChIJ6cJPLldYwokR6xFh-EaMBfk
10128,shoe repair,Carlos Shoe Corp,"2214 Broadway, New York, NY 10024, USA",(212) 799-0559,,3.5,35,https://www.google.com/maps/place/?q=place_id:ChIJKWbSnzv2wokRYEmv9n6W208
10128,shoe repair,New Paul's Shoe Repair,"Burgess, 2868 Broadway, New York, NY 10025, USA",(212) 865-3508,,4.7,42,https://www.google.com/maps/place/?q=place_id:ChIJfTEdhTv2wokR2wMXCElSOLs
10128,boutique,Shishi,"2488 Broadway, New York, NY 10025, USA",(646) 692-4510,http://shishiboutique.com/,5,25,https://www.google.com/maps/place/?q=place_id:ChIJcZCLkYJYwokR2tCk9J3IKnk
